id,success,tokenNum,teamSize,country,categories,overallrating,offered_ownership,enddate,startdate,tokenName,tokenPrice,tokenType,platform,acceptingCurrency,softcap,hardcap,whitepaper,video,socialMedia
1303,1,,4,UK,"Banking,Cryptocurrency,Investment,Platform",3.1,0.56,"Wednesday, 28 February, 2018","Monday, 11 December, 2017",QTCt,1 QTC =  1 USD,,Waves,"ETH, BTC, Waves",1,0,1,1,1
1304,1,,7,USA,"Business services,Investment,Cryptocurrency,Platform",3,,"Thursday, 21 December, 2017","Wednesday, 20 September, 2017",SPRK,1 SPRK = 37 USD,,,"BTC, ETH, USD",0,0,1,1,3
1305,1,800000000,16,Russia,Other,3.5,,"Sunday, 18 February, 2018","Wednesday, 1 November, 2017",BIO,1 BIO = 40-24 USD,,,"BTC, ETH, SIB",0,1,1,1,0
1306,1,,10,Russia,"Cryptocurrency,Investment",2.7,,"Friday, 9 June, 2017","Thursday, 11 May, 2017",ZRC,,,Waves,"BTC, ETH, ETC, LTC, WAVES, Fiat",1,0,1,1,0
1307,0,0,3,Belize,"Banking,Cryptocurrency",1.5,,"Wednesday, 31 January, 2018","Thursday, 28 December, 2017",FRU,1 USD = 1 FRU,,CryptoNote,,0,0,1,0,0
1308,0,0,3,UK,"Software,Cryptocurrency,Entertainment",1.5,0.9,"Saturday, 27 January, 2018","Saturday, 6 January, 2018",GAMEX,1 GAMEX = 0.15 - 0.25 USD,,Waves,"BTC, ETH, XRP, WAVES",0,0,1,0,0
1309,1,50000000,11,Russia,"Business services,Platform",2.8,0.83,"Friday, 29 December, 2017","Wednesday, 29 November, 2017",BEE,1 BEE = 1 USD,ERC20,Ethereum,"ETH, BTC, LTC, DASH, BCC",0,1,1,0,0
1310,0,0,0,Poland,"Cryptocurrency,Investment",1.3,,"Thursday, 15 February, 2018","Thursday, 25 January, 2018",HashtokenNET,1 HashtokenNET = 1 USD,,WAVES,"ETH, Fiat",0,1,1,0,0
1311,1,300000000,14,Estonia,"Artificial Intelligence,Education,Electronics,Infrastructure,Internet,Platform,Software",3.9,0.09,"Tuesday, 5 June, 2018","Friday, 20 April, 2018",AIC,1 AIC = 0.35 USD,ERC20,Ethereum,ETH,0,1,1,1,0
1312,0,99996000,8,Switzerland,Investment,2.3,,"Friday, 2 March, 2018","Thursday, 1 February, 2018",GLIF,1 GLIF = 0.1 USD,ERC20,Ethereum,,1,1,1,1,0
1313,0,1500000000,8,Singapore,"Platform,Cryptocurrency,Business services,Investment",1.6,,"Thursday, 15 February, 2018","Sunday, 26 November, 2017",TUDOR,1 TUDOR = 0.01 EUR,,Waves,,1,0,1,0,0
1314,1,13000000,4,China,"Investment,Cryptocurrency",2.5,,"Tuesday, 25 July, 2017","Wednesday, 12 July, 2017",MASS,1300 MASS = 1 ETH,ERC20,Ethereum,ETH,0,1,1,0,0
1315,1,4900000,8,Russia,Communication,2.3,0.49,"Wednesday, 25 October, 2017","Saturday, 26 August, 2017",MET,1 MET = 1 USD,,Waves,"BTC, ETH, WAVES",0,1,1,0,0
1316,0,264000000,11,Germany,"Business services,Retail,Platform",3.3,0.6,"Monday, 2 April, 2018","Saturday, 3 March, 2018",IPC,1 ETH = 6000 IPC,ERC20,Ethereum,"ETH, LTC, BTC",0,1,1,1,0
1317,1,75000000,5,Romania,"Cryptocurrency,Business services,Investment,Communication",2.6,0.75,"Tuesday, 20 February, 2018","Wednesday, 20 December, 2017",ALS,1 ETH = 1000-1250 ALS,ERC20,Ethereum,ETH,0,0,1,1,0
1318,1,125000000,19,Slovenia,"Communication,Cryptocurrency,Entertainment,Internet,Media,Platform,Smart Contract",2.9,0.5,"Wednesday, 23 May, 2018","Wednesday, 14 March, 2018",NWS,1 NWS = 0.1 USD,ERC20,Ethereum,ETH,1,1,1,1,0
1319,1,10100000,18,Estonia,"Cryptocurrency,Platform",3.4,0.4,"Sunday, 31 December, 2017","Sunday, 10 September, 2017",PlusCoin,1 PlusCoin = 10-14.5 USD,ERC20,Ethereum,"BTC, ETH, LTC, DASH",1,1,1,1,0
1320,1,180000000,34,Singapore,"Investment,Real estate,Platform,Cryptocurrency",4.2,,"Tuesday, 10 October, 2017","Tuesday, 22 August, 2017",LAT,1 LAT = 0.001 ETH,ERC20,Ethereum,ETH,0,1,1,1,3
1321,0,0,2,Australia,"Business services,Cryptocurrency,Investment",1.8,,"Monday, 9 October, 2017","Saturday, 9 September, 2017",FLN,,ERC20,Ethereum,ETH,0,0,0,0,0
1322,1,,11,USA,Communication,3.2,0.25,"Tuesday, 21 November, 2017","Tuesday, 7 November, 2017",SENSE,1 SENSE = 0.10 USD,ERC20,Ethereum,"ETH, BTC",0,0,1,1,3
1323,0,150000,6,Germany,"Banking,Cryptocurrency",2.3,,"Tuesday, 29 August, 2017","Tuesday, 1 August, 2017",HRB,15 HRB = 1 ETH,,,,0,1,1,0,0
1324,1,,16,Lithuania,Banking,3.4,,"Tuesday, 27 February, 2018","Monday, 27 November, 2017",BNK,1 BNK = 0.017 EUR,"ERC20, NEM",SpectroCoin,"ETH, XEM",0,1,1,1,1
1325,1,,24,Switzerland,"Platform,Other",3.5,0.51,"Wednesday, 16 May, 2018","Wednesday, 7 February, 2018",DOR,"1 ETH = 6,667 DOR",ERC20,Ethereum,ETH,1,1,1,1,0
1326,0,11000000,10,Spain,"Investment,Cryptocurrency,Casino & Gambling",2.5,,"Monday, 30 April, 2018","Thursday, 1 March, 2018",1KCoin,1KCoin = 3 USD,Waves,Waves,"BTC, ETH, BCH, LTC",0,0,1,0,0
1327,1,303000000,20,Belize,"Entertainment,Communication,Big Data,Artificial Intelligence,Software",4.2,0.65,"Wednesday, 30 May, 2018","Friday, 30 March, 2018",DTC,1 DTC = 0.00025 ETH,ERC20,Ethereum,"ETH, BTC",1,1,1,1,0
1328,1,14070000,9,Pakistan,Banking,2,0.67,"Saturday, 14 April, 2018","Wednesday, 31 January, 2018",P2pay,1 P2pay = 1 USD,,Waves,"BTC, ETH, LTC AND OTHER",1,1,1,0,0
1329,0,97888888,0,Dubai,"Cryptocurrency,Platform,Smart Contract",1.4,0.15,"Tuesday, 27 March, 2018","Thursday, 1 February, 2018",CBC,1 CBC = 0.80 - 1.20 USD,ERC20,Ethereum,"BTC, USD, ETH, LTC",0,0,1,1,0
1330,1,100000000,9,UK,"Cryptocurrency,Investment,Other",3.2,0.1,"Sunday, 22 April, 2018","Sunday, 15 April, 2018",LND,1 LND = 0.02 USD,ERC20,Ethereum,ETH,1,1,1,1,0
1331,1,52000000,22,Seychelles,"Artificial Intelligence,Big Data,Cryptocurrency,Infrastructure,Platform,Smart Contract,Software",3.6,0.52,"Sunday, 22 April, 2018","Thursday, 22 March, 2018",MORPH,,ERC20,Ethereum,ETH,1,1,1,1,3
1332,0,0,7,Russia,"Business services,Entertainment,Infrastructure,Software,Investment",1.9,1,"Monday, 5 February, 2018","Friday, 5 January, 2018",PPMT,1 ETH = 140 PPMT,ERC20,Ethereum,,1,1,1,0,0
1333,1,1530000000,18,Switzerland,"Platform,Cryptocurrency,Business services,Investment,Internet,Software",3.4,,"Wednesday, 29 November, 2017","Sunday, 29 October, 2017",DAT,"25,000 DAT = 1 ETH",,,ETH,1,1,1,1,0
1334,1,1050000000,14,USA,"Communication,Internet",4.2,,"Thursday, 19 October, 2017","Tuesday, 19 September, 2017",AIR,50 AIR = 1 USD,ERC20,Ethereum,ETH,1,1,1,1,1
1335,1,66000000,24,Singapore,"Investment,Platform",4,0.43,"Wednesday, 7 March, 2018","Thursday, 8 February, 2018",TRAK,1 ETH = 910-1170 TRAK,,Ethereum,ETH,0,1,1,1,3
1336,1,500000000,12,Switzerland,"Artificial Intelligence,Big Data,Smart Contract",4.1,0.6,"Monday, 28 May, 2018","Monday, 14 May, 2018",ORST,1ETH = 10400 ORS,ERC20,Ethereum,ETH,1,1,1,1,0
1337,1,130000000,16,UK,"Platform,Investment",4.1,0.55,"Friday, 2 March, 2018","Friday, 9 February, 2018",DAXT,1 DAXT = 1 EUR,ERC20,Ethereum,"ETH, BTC, Fiat",0,1,1,1,0
1338,0,16000000,0,Singapore,"Cryptocurrency,Platform",1.9,0.55,"Wednesday, 10 January, 2018","Monday, 1 January, 2018",FNX,1 FNX = 1 USD,PoW/PoS hybrid,Bitcoin,BTC,0,0,1,1,0
1339,0,212062500,6,Lithuania,"Cryptocurrency,Smart Contract",2.6,0.65,"Sunday, 20 May, 2018","Friday, 20 April, 2018",DGR,1 DGR = 0.000055 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
1340,0,95000000,5,Ukraine,Cryptocurrency,2.3,0.98,"Thursday, 30 November, 2017","Tuesday, 31 October, 2017",Zempa,1 Zempa = 0.05 USD,ERC20,Waves,"BTC, ETH, BCC, WAVES",0,1,1,1,0
1341,0,500000000,14,Germany,"Artificial Intelligence,Platform",3.1,0.25,"Thursday, 17 May, 2018","Tuesday, 17 April, 2018",IAHC,1 IAHC = 0.0000142 ETH,ERC20,Ethereum,ETH,1,1,1,1,2
1342,1,100000000,8,Italy,"Communication,Cryptocurrency,Platform,Smart Contract",2.5,0.3,"Saturday, 31 March, 2018","Monday, 19 February, 2018",EPM,1 EPM = 0.04 USD,ERC20,Ethereum,ETH,0,0,1,0,0
1343,1,,8,Hong Kong,Internet,3,0.75,"Sunday, 1 April, 2018","Wednesday, 28 February, 2018",ERT,1 ERT = 0.001 ETH,ERC20,Ethereum,,0,1,1,1,0
1344,1,,3,Russia,"Software,Platform",1.8,,"Wednesday, 31 May, 2017","Monday, 24 April, 2017",ETT,,,Waves,,0,0,1,0,3
1345,1,7000000,12,USA,"Entertainment,Casino & Gambling,Sports",4.1,0.7,"Wednesday, 10 January, 2018","Tuesday, 9 January, 2018",ESZ,200 ESZ = 100 USD,ERC20,Ethereum,ETH,1,1,1,1,0
1346,1,99000000,11,Russia,Sports,3.4,0.6,"Tuesday, 31 October, 2017","Sunday, 10 September, 2017",ACE,1 ACE = 0.0001 BTC,ERC20,Ethereum,"BTC, ETH",0,1,1,1,0
1347,1,250000000,5,Japan,"Internet,Platform,Media",3.3,,"Sunday, 1 October, 2017","Friday, 1 September, 2017",ALIS,1 ETH = 2000-2900 ALIS,,Ethereum,ETH,1,1,1,1,3
1348,0,0,20,USA,"Business services,Cryptocurrency,Platform,Health",3.7,0.27,"Thursday, 22 March, 2018","Monday, 11 December, 2017",CARE,1 CARE = 10 USD,ERC20,Ethereum,"ETH, BTC, LTC, USD",1,1,1,1,0
1349,0,200,19,Philippines,Platform,2.1,0.8,"Sunday, 3 June, 2018","Wednesday, 31 January, 2018",GRCR,1 GRCR = 0.0005 ETH,ERC20,Ethereum,ETH,0,1,1,1,0
1350,1,150000000,20,Switzerland,"Platform,Business services",3.6,0.3,"Sunday, 17 December, 2017","Thursday, 7 December, 2017",SPHTX,1 SPHTX = 0.00062789 ETH,,Ethereum,"ETH, BTC, ETH, DCT",0,1,1,1,0
1351,1,100000000,4,Estonia,Retail,2,0.5,"Monday, 4 September, 2017","Monday, 28 August, 2017",SNP,1 SNP = 0.38 USD,ERC20,Ethereum,,1,1,0,1,0
1352,1,,14,USA,Banking,2.8,,"Thursday, 13 July, 2017","Saturday, 1 July, 2017",XTZ,,,,"BTC, ETH",0,0,1,1,0
1353,1,,14,Afghanistan,"Cryptocurrency,Investment,Platform",2.3,0.75,"Tuesday, 22 May, 2018","Thursday, 1 March, 2018",STH,1 STH =  0.004 USD,ERC20,Ethereum,"ETH, BTC, LTC, BCH",1,1,1,1,0
1354,1,441000000,26,Estonia,"Platform,Software,Communication",4.2,0.43,"Thursday, 31 May, 2018","Thursday, 1 March, 2018",BIRD,1 ETH = 42 000 BIRDs,ERC20,Ethereum,ETH,1,1,1,1,3
1355,0,63000000,11,South Korea,"Cryptocurrency,Software",2.3,,"Monday, 22 January, 2018","Monday, 18 December, 2017",REC,1 REC = 48 KRW,ERC20,Ethereum,ETH,0,0,1,1,0
1356,1,343192038,14,Switzerland,"Business services,Infrastructure",3.7,0.69,"Wednesday, 3 January, 2018","Friday, 1 December, 2017",TAU,1 TAU = 0.025 USD,,Ethereum,ETH,0,1,1,1,2
1357,1,60000000,9,India,"Internet,Media,Platform",4.3,0.6,"Sunday, 20 May, 2018","Friday, 20 April, 2018",ADSi,1 ADSi = 0.0003 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
1358,0,0,8,Russia,Manufacturing,2,0.82,"Friday, 15 December, 2017","Friday, 13 October, 2017",ZVD,1 ZVD = 1$,,Waves,WAVES,0,0,1,0,0
1359,1,700000000,6,Seychelles,"Cryptocurrency,Platform,Smart Contract,Software",2.9,,"Thursday, 15 February, 2018","Monday, 15 January, 2018",DGTX,1 DGTX = 0.01 USD,ERC-223,Ethereum,"ETH, BTC, LTC, USD",0,1,1,1,3
1360,0,11430800,14,Russia,"Communication,Media,Virtual Reality",2.5,0.68,"Monday, 30 April, 2018","Friday, 30 March, 2018",HISK,1 HISK = 1 USD,Waves,Waves,,1,1,1,1,0
1361,0,534444443,17,Hong Kong,"Health,Cryptocurrency",2.9,601.25,"Sunday, 18 February, 2018","Thursday, 18 January, 2018",VIN,1 ETH = 1500 VIN,ERC20,Ethereum,ETH,0,1,1,1,0
1362,0,750000000,7,Canada,"Sports,Cryptocurrency,Tourism",2.5,0.08,"Sunday, 25 February, 2018","Friday, 9 February, 2018",ACTN,,,NXT,"BTC, ETH, XRP, LTC, NXT",0,0,1,0,3
1363,1,40000000,36,Ukraine,Media,4.2,0.8,"Friday, 16 March, 2018","Friday, 9 February, 2018",SMT,"1 ETH = 2,500 SMT",,Ethereum,"ETH, BTC, LTC, XRP, BCH, DASH, DOGE, ETC, NEO, XMR, ZEC",0,1,1,1,2
1364,1,,10,USA,"Platform,Investment",1.4,,"Monday, 30 April, 2018","Friday, 1 December, 2017",iJproject,1 iJproject = 1 USD,,Waves,,0,1,0,0,0
1365,1,,11,Hong Kong,Business services,2.9,0.4,"Sunday, 8 October, 2017","Sunday, 8 October, 2017",RPX,"1,000 RPX = 1 NEO",,NEO,NEO,0,0,1,0,3
1366,0,76500000,0,Singapore,Entertainment,1.6,0.85,"Friday, 20 April, 2018","Wednesday, 21 February, 2018",Libidocoin,1 LBD = 0.00009 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
1367,1,20000000,11,Estonia,Banking,2.5,,"Friday, 30 June, 2017","Wednesday, 31 May, 2017",PLBT,1 PLBT = 10 USD,,Ethereum,,0,0,1,1,0
1368,0,23302500,12,Russia,"Platform,Business services,Software,Communication",2.5,0.65,"Thursday, 30 November, 2017","Wednesday, 8 November, 2017",HIT,"1,000 HIT = 1 ETH",ERC20,Ethereum,"ETH, BTC",0,0,1,1,0
1369,1,13800000,8,British Virgin Islands,"Entertainment,Platform",2.6,0.46,"Friday, 6 April, 2018","Monday, 5 March, 2018",ET4,1 ETH = 1000 ET4,ERC20,Ethereum,"ETH, BTC",1,1,1,1,0
1370,0,100000000,0,USA,"Banking,Business services,Cryptocurrency,Investment,Platform,Smart Contract",1.5,0.25,"Tuesday, 27 February, 2018","Thursday, 25 January, 2018",VAS,1 VAS = 0.2 USD,,VASYA,,0,0,1,0,0
1371,0,150000000,1,Spain,"Banking,Investment",1.9,,"Monday, 7 May, 2018","Wednesday, 7 March, 2018",PLNS,1 ETH = 5000 PLNS,ERC20,Ethereum,ETH,0,1,1,1,0
1372,0,2.00E+11,10,Andorra,"Investment,Cryptocurrency,Business services,Platform",2.8,,"Monday, 30 April, 2018","Thursday, 1 March, 2018",UTS,"1 ETH = 1,500,000 UTS",ERC20,Ethereum,ETH,,,,,
1373,0,700,12,Russia,"Platform,Software",2.7,,"Monday, 15 January, 2018","Sunday, 31 December, 2017",PET,1 PET = 1.50 USD,ERC20,Ethereum,"ETH, BTC",,,,,
1374,0,21000000,2,USA,"Other,Investment,Internet,Entertainment,Education,Cryptocurrency,Communication,Charity,Art,Platform,Smart Contract",2,0.4,"Wednesday, 16 May, 2018","Thursday, 15 March, 2018",TILX,1000 TILX = 1 ETH,ERC20,Ethereum,"ETH, BTC",0,1,1,1,0
1375,0,0,9,Estonia,"Artificial Intelligence,Big Data,Health",2.3,,"Tuesday, 13 March, 2018","Monday, 12 February, 2018",SHC,1000 SHC = 0.25 - 0.6 ETH,ERC20,Ethereum,ETH,0,0,1,1,0
1376,0,200000000,1,UK,Casino & Gambling,0.8,,"Sunday, 29 October, 2017","Friday, 29 September, 2017",,,,,,0,0,0,1,0
1377,1,240000000,13,UK,"Banking,Business services,Cryptocurrency",3.3,0.8,"Saturday, 31 March, 2018","Monday, 6 November, 2017",BFY,1 BFY = 0.21 USD,ERC20,Ethereum,"ETH, BTC",0,1,1,1,0
1378,1,1200000000,10,Latvia,Other,2,0.2,"Thursday, 24 August, 2017","Thursday, 20 July, 2017",PQT,1 PQT  = 0.1 USD,,Ethereum,"BTC, ETH, LTC, WAVES, DASH, DOGE",0,1,1,1,0
1379,1,699500000,20,UK,"Platform,Retail,Infrastructure,Real estate",3.7,0.7,"Saturday, 31 March, 2018","Friday, 1 December, 2017",RNTB,,ERC20,Ethereum,ETH,1,1,1,1,0
1380,0,5100000000,5,Russia,Platform,2.3,,"Saturday, 30 December, 2017","Friday, 1 December, 2017",TBCH,1 TBCH = 0.001 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
1381,0,2000000,12,Czech Republic,"Cryptocurrency,Energy,Infrastructure,Investment,Smart Contract",2.9,,"Thursday, 31 May, 2018","Tuesday, 1 May, 2018",H2PWR,1 H2PWR = 10 USD,ERC20,Ethereum,"ETH, BTC",0,1,1,1,0
1382,0,0,9,Estonia,"Cryptocurrency,Platform",2.2,0.77,"Sunday, 27 May, 2018","Tuesday, 1 May, 2018",VSA,1 VSA = 0.0021 ETH,ERC20,Ethereum,"BTC, ETH, USD",1,1,1,1,0
1383,1,250000000,19,British Virgin Islands,"Communication,Cryptocurrency,Entertainment,Investment,Platform,Smart Contract",4,0.25,"Friday, 18 May, 2018","Wednesday, 18 April, 2018",,1 TTC = 0.00025 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
1384,0,35000000,0,Australia,"Platform,Business services,Software,Infrastructure,Banking",3.2,0.7,"Sunday, 15 April, 2018","Wednesday, 14 March, 2018",SPEND,"1 ETH = 1,000 SPEND",ERC20,Ethereum,ETH,1,1,0,1,0
1385,1,3000000,16,Hong Kong,"Platform,Investment",4.4,0.3,"Sunday, 15 April, 2018","Thursday, 1 March, 2018",BETEX,1 BETEX = 3 USD,ERC20,Ethereum,"ETH, BTC",1,1,1,1,0
1386,1,125000000,2,USA,"Business services,Cryptocurrency",3.4,,"Sunday, 20 August, 2017","Sunday, 6 August, 2017",NEBL,"1 Bitcoin = 20,000 NEBL",,NEBL,"BTC, ETH, Various",0,1,1,1,1
1387,0,12400000,0,Switzerland,"Cryptocurrency,Investment",1.6,0.56,"Thursday, 8 March, 2018","Saturday, 24 February, 2018",EPOS,1 EPOS = 0.00069ETH,ERC20,Ethereum,"ETH, BTC",0,0,1,1,0
1388,1,284000000,20,UK,"Platform,Cryptocurrency,Investment,Communication,Internet",3.4,,"Thursday, 11 January, 2018","Wednesday, 1 November, 2017",YUPIE,1000 YUPIES = 1ETH,ERC20,Ethereum,ETH,0,1,1,1,2
1389,1,,7,Canada,Internet,3.2,,"Tuesday, 26 September, 2017","Tuesday, 12 September, 2017",KIN,,ERC20,Ethereum,ETH,0,0,1,1,3
1390,0,500000000,4,Taiwan,"Cryptocurrency,Big Data,Business services,Communication,Internet,Platform",2.8,0.5,"Wednesday, 28 February, 2018","Wednesday, 10 January, 2018",ESB,,ERC20,Ethereum,ETH,0,1,1,1,0
1391,1,60000000,6,Hong Kong,"Investment,Platform,Software",2.8,0.6,"Wednesday, 7 March, 2018","Wednesday, 21 February, 2018",XTP,,ERC20,Ethereum,ETH,1,1,1,0,0
1392,0,120000000,9,Nigeria,"Cryptocurrency,Infrastructure,Investment,Platform",2.6,0.6,"Sunday, 29 April, 2018","Saturday, 14 April, 2018",VEND,1 VEND = 0.10 USD,ERC20,Ethereum,"ETH, BTC",1,1,1,1,0
1393,0,28000000,16,Slovenia,"Platform,Cryptocurrency,Business services",3.5,0.8,"Saturday, 7 April, 2018","Saturday, 3 March, 2018",LXC,1 LXC = 0.15 USD,ERC20,Ethereum,ETH,1,1,1,1,0
1394,0,0,6,Singapore,Business services,2.3,,"Saturday, 25 November, 2017","Saturday, 14 October, 2017",EZM,"1 ETH = 1,000 EZM",,Ethereum,ETH,0,1,1,0,0
1395,0,210,3,United States,"Business services,Artificial Intelligence,Media,Software",2.6,0.21,"Friday, 13 April, 2018","Friday, 16 March, 2018",Samy Token/ SMY,"1 ETH = 10,000 SMY",ERC 20,Ethereum,ETH,1,1,1,0,0
1396,1,180000000,20,United States,Cryptocurrency,2.9,0.5,"Thursday, 10 May, 2018","Wednesday, 4 April, 2018",BOB,"1 ETH = 6,000 BOB",ERC20,Ethereum,"ETH, BTC, Fiat",1,1,1,1,0
1397,0,20000000,11,UK,Charity,3.7,,"Thursday, 19 April, 2018","Tuesday, 20 March, 2018",GIFT,"1 ETH = 10,000 GIFT",ERC20,Ethereum,"BTC, ETH",1,1,1,1,0
1398,0,1000000000,7,Singapore,Investment,1.6,,"Saturday, 9 September, 2017","Tuesday, 8 August, 2017",MNY,,,Waves,,0,0,0,1,0
1399,1,17200000,15,UK,"Investment,Platform,Cryptocurrency",3.3,0.69,"Wednesday, 28 February, 2018","Tuesday, 23 January, 2018",ABX,1 ABX = 1 USD,ERC20,Ethereum,ETH,0,1,1,1,0
1400,0,4500000,4,United States,Cryptocurrency,1,,"Friday, 9 March, 2018","Friday, 19 January, 2018",ICG,,ERC20,Ethereum,,0,1,1,0,0
1401,1,33600000,19,Russia,Business services,4,0.8,"Sunday, 1 April, 2018","Wednesday, 29 November, 2017",KYC,1 KYC = 1 USD,ERC20,Ethereum,"BTC, ETH, LTC, DASH, ZEC, Fiat",1,1,1,1,0
1402,1,750000000,14,UK,"Entertainment,Casino & Gambling,Investment,Platform,Software",4,0.75,"Friday, 1 June, 2018","Tuesday, 1 May, 2018",CPC,"1 ETH = 7,000 CPC",ERC20,Ethereum,"ETH, BTC, LTC",0,1,1,1,0
1403,1,52000000,1,United Arab Emirates,"Investment,Real estate",2.4,0.6,"Monday, 26 March, 2018","Thursday, 25 January, 2018",VTP,"1 ETH = 5,000 VTP",ERC20,Ethereum,"ETH, BTC",0,1,1,1,0
1404,1,35000000,23,Singapore,"Big Data,Business services,Cryptocurrency,Internet,Platform,Software",4.3,,"Tuesday, 15 May, 2018","Tuesday, 17 April, 2018",VXD,1 VXD = 1 USD,ERC20,Ethereum,"ETH, BTC, XRP, LTC",1,1,1,1,0
1405,1,,3,China,Platform,1.2,,"Thursday, 6 July, 2017","Thursday, 6 July, 2017",DOC,1 BTC = 74000 DOC,,Ethereum,BTC,0,1,0,0,0
1406,0,65000000,7,UK,"Cryptocurrency,Media",3.1,0.65,"Tuesday, 31 October, 2017","Saturday, 30 September, 2017",ZDR,1 ZDR = 0.31 USD,ERC20,Ethereum,ETH,0,1,1,0,3
1407,1,50000000,14,Singapore,"Platform,Entertainment",3.8,,"Wednesday, 28 February, 2018","Tuesday, 31 October, 2017",LCD,1 LCD = 0.15-0.25 USD,ERC20,Ethereum,"ETH, BTC, LTC, XRP, Fiat",1,1,1,1,3
1408,0,4500000000,4,Turkey,"Health,Platform",2.9,0.45,"Sunday, 10 June, 2018","Friday, 20 April, 2018",GRAY,1 GRAY = 0.002 USD,ERC20,Ethereum,ETH,1,1,1,0,0
1409,1,26990000,17,Belize,Investment,2.8,,"Wednesday, 25 April, 2018","Wednesday, 31 January, 2018",BRIL,1 BRIL = 1 USD,,Stellar,"ETH, BTC",0,0,1,1,0
1410,0,30000000,23,USA,"Cryptocurrency,Platform",2.1,,"Monday, 13 November, 2017","Sunday, 15 October, 2017",RILTOKEN,1 RILTOKEN = 1 USD,,,,0,0,1,0,0
1411,1,,8,USA,"Platform,Cryptocurrency",3.6,,"Tuesday, 1 August, 2017","Tuesday, 18 July, 2017",DNT,,,Ethereum,,1,1,1,1,2
1412,1,,5,USA,Real estate,2.4,0.5,"Friday, 25 August, 2017","Monday, 31 July, 2017",REX,1000-700 REX = 1 ETH,,Ethereum,ETH,0,0,1,0,0
1413,1,,7,USA,"Platform,Infrastructure",1,,"Tuesday, 15 November, 2016",,ARC,,,,ETH,0,0,1,0,3
1414,1,500000000,9,Singapore,"Platform,Entertainment",3,0.5,"Tuesday, 19 December, 2017","Monday, 18 December, 2017",CFUN,1 CFUN = 0.03 USD,,QTUM,"BTC, ETH, Qtum",1,1,1,1,0
1415,0,0,15,Russia,Platform,2.3,,"Thursday, 7 December, 2017","Wednesday, 22 November, 2017",HD,1 HD = 0.375 USD,ERC20,Ethereum,,1,1,1,1,0
1416,1,10000000000,18,Singapore,"Smart Contract,Artificial Intelligence,Big Data,Banking,Cryptocurrency,Platform",3.5,,"Monday, 19 March, 2018","Friday, 16 March, 2018",SCC,1 SCC = 0.00002 ETH,ERC20,Ethereum,ETH,0,1,1,1,0
1417,1,,8,Switzerland,"Business services,Platform",3,0.3,"Monday, 7 May, 2018","Monday, 16 April, 2018",GRAIN,27000 GRAIN = 1 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
1418,1,11000000,13,USA,"Platform,Software",4,,"Thursday, 1 October, 2015","Monday, 17 August, 2015",REP,,,Ethereum,"ETH, BTC",0,0,1,1,2
1419,1,,8,Slovenia,"Entertainment,Platform,Media",2.5,0.4,"Thursday, 22 March, 2018","Tuesday, 20 February, 2018",VIEW,,ERC20,Ethereum,ETH,0,1,1,0,0
1420,1,120000000,14,Switzerland,"Communication,Entertainment,Media",3.4,0.5,"Saturday, 28 April, 2018","Wednesday, 28 March, 2018",XAP,1 XAP = 0.15 USD,,Steem,"BTC, ETH, BCH, Various",1,1,1,1,2
1421,1,7000000,22,Estonia,"Entertainment,Cryptocurrency,Sports",3.9,0.7,"Tuesday, 13 March, 2018","Tuesday, 30 January, 2018",IQN,1 ETH = 325 IQN,ERC20,Ethereum,"ETH, BTC, LTC",1,1,1,1,3
1422,1,1000000000,6,Australia,"Infrastructure,Platform,Energy",2.5,0.6,"Sunday, 17 December, 2017","Monday, 20 November, 2017",ASTRN,1 ASTRN = 0.030-0.040 USD,,,"ETH, BTC, LTC, Waves, BCC, USD",,,,,
1423,1,869474423,23,Germany,"Platform,Investment",3.6,0.5,"Sunday, 17 December, 2017","Friday, 17 November, 2017",NEU,1 EUR = 6.5 NEU,,Ethereum,ETH,0,1,1,0,2
1424,0,120000000,3,Russia,Internet,2.3,,"Wednesday, 15 November, 2017","Sunday, 15 October, 2017",ZNT,,,Ethereum,,1,1,1,1,0
1425,0,120000000,9,Australia,Cryptocurrency,2.3,0.8,"Monday, 11 June, 2018","Monday, 2 April, 2018",CMA,1 CMA = 0.20 USD,ERC20,Ethereum,"ETH, BTC, LTC, Fiat",0,1,1,0,0
1426,1,150000000,10,England,"Real estate,Energy,Cryptocurrency",2.4,0.5,"Friday, 11 May, 2018","Thursday, 1 March, 2018",ASET,2263 ASET = 1 ETH,ERC20,Ehtereum,"ETH, BTC",1,1,1,0,0
1427,0,300000,3,Netherlands,"Investment,Real estate",2,1,"Monday, 30 April, 2018","Sunday, 1 April, 2018",(Walnut) W156648,1 Walnut = 0.01 ETH,ERC20,Ethereum,ETH,0,1,1,1,0
1428,0,400000000,10,USA,"Media,Platform,Internet",2.5,,"Friday, 1 June, 2018","Sunday, 1 April, 2018",EGT,1 EGT = 0.0002 ETH,ERC20,Ethereum,ETH,0,1,1,1,0
