id,success,tokenNum,teamSize,country,categories,overallrating,offered_ownership,enddate,startdate,tokenName,tokenPrice,tokenType,platform,acceptingCurrency,softcap,hardcap,whitepaper,video,socialMedia
511,1,55000000,5,United States of America,"Big Data,Communication,Cryptocurrency,Internet,Legal,Platform,Smart Contract",1.6,0.65,"Saturday, 31 March, 2018","Saturday, 17 February, 2018",ANTI,1 ETH = 8500 - 9775 ANTI,ERC20,Ethereum,,0,1,1,0,0
512,1,500000000,10,USA,"Health,Platform",3.2,0.46,"Sunday, 22 April, 2018","Sunday, 10 December, 2017",CoinHealth,1 CH = 0.05 - 0.95 USD,ERC20,Waves,"BTC, ETH, WAVES, DASH, LTC, Fiat",1,1,1,0,0
513,0,0,10,India,"Cryptocurrency,Platform",3.3,,"Wednesday, 1 November, 2017","Saturday, 30 September, 2017",INDI,"1ETH = 12,500 INDI",ERC20,Ethereum,"BTC, ETH",0,0,1,1,0
514,1,400230000,37,Japan,"Infrastructure,Platform",3.8,,"Friday, 22 September, 2017","Friday, 22 September, 2017",ICX,1 ICX =  0.0004 ETH,,Ethereum,ETH,0,1,1,1,3
515,1,10000000,10,Germany,Platform,3.5,,"Monday, 24 April, 2017","Monday, 24 April, 2017",GNO,1 GNO = 29.85 USD,,Ethereum,ETH,0,0,1,1,3
516,0,60000000,12,Russia,"Platform,Communication",2.1,0.5,"Friday, 15 December, 2017","Wednesday, 15 November, 2017",DeeCoin,1 ETH = 800 DeeCoin,,Ethereum,ETH,1,1,1,1,0
517,0,420000000,1,USA,"Media,Entertainment,Cryptocurrency,Other,Platform,Smart Contract",3.3,0.42,"Sunday, 18 February, 2018","Monday, 29 January, 2018",FTW,"99,108 FTW = 1 ETH",ERC20,Ethereum,ETH,1,1,1,1,0
518,0,7000000,1,USA,"Business services,Cryptocurrency,Investment,Smart Contract",2.1,0.28,"Wednesday, 30 May, 2018","Wednesday, 14 March, 2018",EMY,1 EMY = 0.5 USD,ERC20,Ethereum,"ETH, BTC",1,0,1,1,0
519,0,75000000,14,British Virgin Islands,"Media,Platform,Sports",2.5,0.75,"Sunday, 6 May, 2018","Monday, 16 April, 2018",ZNX,1 ETH = 10 000 ZNX,ERC20,Ethereum,"ETH, BTC, BCH, LTC, XMR, DASH, ZEC, XRP, Fiat",1,1,1,1,0
520,0,200000000,15,UK,"Charity,Cryptocurrency",2.1,0.4,"Tuesday, 20 March, 2018","Tuesday, 20 February, 2018",Wishcoin,1 WIshcoin = 0.1 USD,,Ethereum,"BTC, ETH, LTC, DASH, Fiat",0,0,1,0,0
521,1,100,6,British Virgin Islands,"Artificial Intelligence,Big Data,Infrastructure,Manufacturing",2.4,0.5,"Friday, 25 May, 2018","Monday, 19 February, 2018",GAI,1 GAI - 0.1 USD,ERC20,Ethereum,"ETH, BTC",1,1,1,1,0
522,1,10000000,3,Marshall Islands,"Business services,Platform,Internet",3,,"Friday, 12 January, 2018","Friday, 7 July, 2017",ADST,1 ADST = 0.004 ETH,,Ethereum,"BTC, ETH",1,1,1,0,3
523,0,2000000,1,Sweden,"Cryptocurrency,Investment,Smart Contract",2.1,0.4,"Thursday, 5 April, 2018","Tuesday, 20 February, 2018",Ethoasis,,ERC20,Ethereum,ETH,1,1,1,1,0
524,1,,29,USA,"Platform,Cryptocurrency,Software,Investment,Banking",3.3,0.5,"Sunday, 25 February, 2018","Monday, 18 December, 2017",LION,1 ETH = 2500 LION,ERC20,Ethereum,ETH,1,1,1,1,1
525,1,500000000,12,UK,"Platform,Business services",3.2,0.5,"Sunday, 4 March, 2018","Sunday, 17 December, 2017",PM7,1 PM7 = 0.05 USD,ERC20,Ethereum,"BTC, ETH, LTC, Fiat",0,1,1,1,0
526,0,0,11,Singapore,"Cryptocurrency,Platform,Business services,Communication",2.5,0.25,"Friday, 2 March, 2018","Thursday, 22 February, 2018",WWB,1 WWB = 0.0011 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
527,0,1200000000,0,Vanuatu,"Entertainment,Cryptocurrency,Casino & Gambling",3,0.5,"Sunday, 28 January, 2018","Thursday, 28 December, 2017",FAIR,"1 ETH = 10,000 FAIR",ERC20,Ethereum,ETH,1,1,1,0,3
528,0,2000000000,6,United Arab Emirates,"Cryptocurrency,Platform,Software",1.9,0.34,"Friday, 29 December, 2017","Friday, 20 October, 2017",SAND,1 ETH = 7500 SAND,ERC20,Ethereum,ETH,1,1,1,0,0
529,0,31000000,2,Germany,"Education,Cryptocurrency",2.2,,"Sunday, 10 June, 2018","Sunday, 18 March, 2018",GER,"1 ETH = 30,000 GER",ERC20,Ethereum,ETH,1,1,1,0,0
530,1,,7,South Africa,"Software,Platform",1.8,,"Tuesday, 28 February, 2017","Monday, 30 January, 2017",DTB,1 BTC = 15 000 DTB,,,BTC,0,1,0,1,2
531,0,150000000,12,UK,Charity,2.9,0.15,"Monday, 4 December, 2017","Monday, 20 November, 2017",ANAT,1 ANAT = 0.02 USD,ERC20,Ethereum,ETH,1,1,1,1,0
532,0,0,9,Switzerland,"Investment,Health,Manufacturing",2.7,,"Saturday, 23 December, 2017","Thursday, 14 December, 2017",BTN,1 BTN = 25 CHF,ERC20,Ethereum,"BTC, ETH",0,0,1,1,0
533,0,27500000,9,Lithuania,Software,2.4,0.55,"Monday, 11 June, 2018","Monday, 16 April, 2018",OPDB,1 OPDB = 0.001 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
534,1,40000000,7,USA,"Artificial Intelligence,Banking,Big Data,Infrastructure,Internet,Platform,Smart Contract",3.1,0.1,"Friday, 16 February, 2018","Sunday, 18 February, 2018",ZCHN,1.65$,ERC20,Ethereum,ETH,1,0,1,0,0
535,1,,14,Estonia,"Casino & Gambling,Cryptocurrency,Sports",4.1,0.55,"Wednesday, 31 January, 2018","Friday, 15 December, 2017",BETR,1 BETR = 0.10 USD,ERC20,Ethereum,"ETH, BTC, BCH, DASH, LTC, Fiat",0,1,1,1,3
536,1,105000000,5,Cayman Islands,Cryptocurrency,3.3,0.35,"Wednesday, 14 February, 2018","Sunday, 28 January, 2018",INSTAR,1 INSTAR = $0.10,ERC20,Ethereum,"ETH, BTC, LTC",0,1,1,0,0
537,1,100000000,6,Russia,"Internet,Platform",2.6,0.7,"Sunday, 18 February, 2018","Thursday, 18 January, 2018",SIK,1 SIK = 0.06 USD,ERC20,Ethereum,"BTC,ЕТН, Various",1,1,1,1,0
538,1,750000,6,Switzerland,Software,2.3,,"Thursday, 16 February, 2017","Wednesday, 15 February, 2017",MLN,1 MLN = 0.45 ETH,,,ETH,0,0,1,0,2
539,0,0,4,UK,Communication,1.3,,"Sunday, 6 August, 2017","Thursday, 27 July, 2017",,,,,,1,1,0,0,0
540,1,,12,USA,"Business services,Software",4.1,0.6,"Sunday, 31 December, 2017","Friday, 24 November, 2017",GLA,500 GLA = 1 ETH,,Ethereum,ETH,1,1,1,1,0
541,1,98000000,13,Seychelles,"Business services,Internet",2.9,0.9,"Saturday, 30 September, 2017","Wednesday, 2 August, 2017",NAT,1 NAT = 0.00025 BTC,,Ethereum,"BTC, ETH, LTC",0,1,1,0,0
542,1,,15,USA,"Business services,Software,Platform",3.8,,"Thursday, 18 January, 2018","Sunday, 1 January, 2017",BAR,1 BAR = 1 USD,,Ethereum,ETH,0,1,1,1,0
543,1,217500000,14,Singapore,"Infrastructure,Platform",3.9,0.72,"Monday, 30 April, 2018","Sunday, 1 April, 2018",EEE,1 EEE = 0.0002 ETH,ERC20,Ethereum,"ETH, BTC",1,1,1,1,0
544,1,,14,Cyprus,"Cryptocurrency,Investment",3,0.5,"Thursday, 12 October, 2017","Tuesday, 12 September, 2017",BMC,1 BMC = 1.10 USD,ERC,Ethereum,ETH,0,0,1,1,2
545,0,20000000,5,Singapore,"Business services,Internet,Platform,Retail",2.3,0.25,"Tuesday, 17 April, 2018","Thursday, 22 February, 2018",QIQ,1 QIQ = 0.40 USD,ERC20,Ethereum,ETH,1,1,1,1,0
546,0,12000000,9,Estonia,"Platform,Cryptocurrency,Business services,Investment,Retail,Software",3.1,0.5,"Wednesday, 20 December, 2017","Monday, 20 November, 2017",PTT,1 ETH = 800 PTT,ERC20,Ethereum,ETH,0,1,1,1,0
547,0,12400786,11,United Arab Emirates,Cryptocurrency,2.5,,"Sunday, 24 September, 2017","Saturday, 27 May, 2017",OGC,1 OGC = 1g of Gold,,,,0,1,1,0,3
548,1,150000000,27,Singapore,"Media,Artificial Intelligence,Platform,Smart Contract",4,0.69,"Thursday, 31 May, 2018","Sunday, 15 April, 2018",WRL,1 WRL = 0.000214 ETH,ERC20,Ethereum,ETH,1,1,1,1,0
549,0,100000000,5,USA,"Health,Cryptocurrency",1.8,0.33,"Friday, 1 June, 2018","Friday, 1 December, 2017",MDC,1​ ​ETH = 5000 MDC,ERC20,Ethereum,ETH,1,1,1,0,0
550,1,,17,Latvia,Entertainment,3.5,0.92,"Friday, 20 October, 2017","Wednesday, 20 September, 2017",RC,1 RC = 0.001 ETH,ERC20,Ethereum,"BTC, ETH, ETC",0,1,1,1,0
551,0,1200000000,6,USA,"Internet,Cryptocurrency,Smart Contract,Software",2.4,0.6,"Saturday, 2 June, 2018","Monday, 23 April, 2018",BAL,40000 BAL = 1 ETH,ERC20,Ethereum,"ETH, BTC",0,0,1,1,1
552,1,2.26E+16,8,British Virgin Islands,"Business services,Media,Software",2.8,0.5,"Saturday, 31 March, 2018","Tuesday, 30 January, 2018",PROOF,1 PROOF = 0.01 USD,ERC20,Ethereum,ETH,1,0,1,1,0
553,0,0,10,Russia,Platform,2.1,,"Thursday, 31 May, 2018","Tuesday, 1 May, 2018",GRZ,1 GRZ = 1 USD,ERC20,Ethereum,,1,1,1,1,0
554,1,220000000,12,Mauritius,"Cryptocurrency,Communication",3.6,0.11,"Saturday, 31 March, 2018","Wednesday, 28 February, 2018",MESH,9300 MESH = 1 ETH,ERC20,Ethereum,"BTC, ETH",1,1,1,1,3
555,1,,23,Russia,"Cryptocurrency,Platform",3.9,,"Friday, 15 September, 2017","Tuesday, 15 August, 2017",ICOS,1 ICOS = 0.012 BTC,ERC20,Ethereum,"BTC, ETH, LTC, DASH, ZEC, ETC, Fiat",0,0,1,1,2
556,1,1510000000,27,Gibraltar,"Investment,Cryptocurrency,Business services,Big Data,Banking,Platform",3.8,0.58,"Thursday, 10 May, 2018","Tuesday, 10 April, 2018",LPK,1 LPK = 0.04 USD,ERC20,Ethereum,ETH,1,1,1,1,2
557,1,1000000000,14,South Korea,"Banking,Big Data,Business services,Platform",3.1,0.1,"Friday, 11 May, 2018","Friday, 30 March, 2018",HYC,1 HYC = 0.09 USD,,Infinity Blockchain,"BTC, ETH, LTC",1,1,1,1,3
558,0,74,5,UK,Tourism,2.4,0.74,"Wednesday, 30 May, 2018","Monday, 30 April, 2018",COT,1 COT = 0.0001 ETH,ERC20,Ethereum,ETH,1,1,1,0,0
559,0,40,9,India,Software,2.5,0.8,"Friday, 25 May, 2018","Monday, 26 February, 2018",CLOUD,1 ETH = 11000-13000 CLOUD,ERC20,Ethereum,"ETH, BTC",0,1,1,0,0
560,1,730000000,26,UK,"Cryptocurrency,Internet,Platform",4.4,0.7,"Thursday, 10 May, 2018","Tuesday, 10 April, 2018",OZT,1 OZT = 0.13 USD,ERC20,Ethereum,"ETH, BTC",1,1,1,1,0
561,1,300,46,Columbia,Tourism,2.5,,"Tuesday, 10 April, 2018","Monday, 5 February, 2018",CC,1 CC TOKEN = 0.0001 BTC,ERC20,Ethereum,"ETH, BTC, Fiat",,,,,
562,1,,12,Singapore,"Business services,Platform,Smart Contract,Software",3.5,0.48,"Sunday, 4 March, 2018","Thursday, 15 February, 2018",HBZ,1 ETH = 6000 HBZ,ERC20,Ethereum,ETH,1,1,1,1,0
563,0,27000000,12,India,Business services,3.4,0.9,"Saturday, 31 March, 2018","Monday, 29 January, 2018",OBZ,"1 ETH = 10,000 OBZ",ERC20,Ethereum,"BTC, ETH",1,1,1,1,0
564,0,35000000,4,Russia,"Communication,Charity",1.6,0.5,"Thursday, 5 October, 2017","Thursday, 17 August, 2017",THNX,1 THNX = 1 USD,,Waves,"BTC, ETH, WAVES",0,1,1,0,0
565,1,18565200,2,USA,Entertainment,1.8,,"Friday, 1 September, 2017","Friday, 30 June, 2017",NDC,1 NDC = 0.25 USD,,Ethereum,ETH,1,1,1,1,3
566,1,,16,Cyprus,"Entertainment,Casino & Gambling",3.8,0.77,"Sunday, 15 April, 2018","Thursday, 15 March, 2018",FLOT,1 FLOT = 0.50 USD,ERC-20,Ethereum,ETH,1,1,1,1,0
567,0,100000000,1,USA,Entertainment,1.5,,"Friday, 29 September, 2017","Saturday, 1 July, 2017",MRV,"5,000 MRV = 1 ETH",,,,0,1,1,0,0
568,1,,31,British Virgin Islands,"Artificial Intelligence,Big Data",2.6,0.32,"Monday, 30 April, 2018","Thursday, 1 March, 2018",THT,1 THT = $ 0.1364,,Proprietary,,1,1,1,0,0
569,0,300000000,0,USA,Entertainment,1.8,,"Saturday, 18 November, 2017","Wednesday, 18 October, 2017",LST,"1 LST = 0,1 USD",,,,1,1,1,0,0
